id,ticker,title,category,content,release_date,provider,url,article_id
221535,NIO,Chinese EV Maker Nio Might Be Running Out Of Juice Soon,opinion,"Chinese EV maker Nio  NYSE NIO   not to be confused with Neo from the Matrix        




Instead of dog piling on Nio for the stock price  the debt  the potential layoffs  the spending  the borrowing  and several other factors we could point out  we choose to focus on the alternative data 

The LinkedIn employee count as of today isn t taking that big of a hit  but the threat of more mass layoffs is looming  And the fact that job hiring has frozen is a huge red flag  You don t start the year looking for 200 new staff members and finish the summer stuck at 5 listings  without some major mis steps 




Just to add insult to injury  here s the Twitter following going down by 4  since June  Twitter followings do not typically go down  since that would require a bulk of users unfollowing by clicking a button  which is dire 




If the Tesla  NASDAQ TSLA  of China wants to bounce back  it ll have to do so quick  because time is running out 
About the Data  
Thinknum tracks companies using information they post online   jobs  social and web traffic  product sales and app ratings   and creates data sets that measure factors like hiring  revenue and foot traffic  Data sets may not be fully comprehensive  they only account for what is available on the web   but they can be used to gauge performance factors like staffing and sales ",10/3/2019,Thinknum,https://www.investing.com/analysis/chinese-ev-maker-nio-might-be-running-out-of-juice-soon-200470139,200470139
221536,NIO,What Commodities And Transportation Are Telling Us  Part II,opinion,"In part I of this report we talked about what commodities and transports where doing in relation to each other  Here in Part II  we show you in detail what we expect to take place 
This chart highlights our Custom Smart Cash Index  in blue  as well as the CBOE Commodity Index pricing levels  red   This data goes all the way back to 2012 and highlights a number of key pricing rotations  First  we can see that commodities have been decreasing in total value from 2012 through mid 2017  We can also identify a key support level that was established in the commodities index near the beginning of 2016   coming just a month or so before the bottom in the Smart Cash Index 
We believe this key bottom in both the commodities and Smart Cash indices reflect a dramatic pricing shift that took place at that point in time  Although commodities have yet to rally beyond their upper high ranges  we can see the Smart Cash Index rallied to new all time highs  The rally that started near the end of 2016 in the Smart Cash Index was likely the result of a capital shift  which we have discussed extensively in the past  With commodity prices staying historically low and an increase in economic optimism  capital shifted away from commodity based sectors and into technology and biotech  Now it appears this rally has run its course and a new capital shift is taking place 

Until commodities begin to break out of the downward price channels highlighted on this chart  global capital will be searching for two primary objectives  safety and hedged returns  By this  we mean to say that global capital and investment will seek out strong blue chip and mid cap performers that can produce safety in growth  dividends and hedge against currency swings or further eroding commodity price levels  Think of this as a move to key elements supporting the global economies 
Watch heavy equipment  support services and retailers  tool suppliers and mid level equipment suppliers  transportation services for these items and the repair parts and services to keep these tools running efficiently  Human services  labor  labor services  medical services and entertainment services are likely to do well over the next 12 24 months  In an economy where commodity prices are relatively low and transportation and capital are flowing quite well  one can easily see that capital will seek out and identify the strongest opportunity for safety and growth as sectors continue to shift  After a massive rally in technology and bio tech  we believe a continued shift toward blue  and mid caps is taking place right now  Technology and bio tech will likely find some support in the near future and become opportunistic investments  But right now  we believe global investors are focusing on different targets to hedge the risks that are associated with certain technology stocks 
In closing  our research highlights that commodities are not increasing as one would expect in an expanding global market economy  We believe this is one core factor that will continue to drive a capital shift toward opportunity and performance in the blue  and mid caps  Investors will re enter the technology and bio tech sectors when pricing levels become more opportunistic   at some point in the future  This means there is a strong likelihood that US and global blue chips  banks  industrial supply  basic materials and human services  entertainment  basic human essentials  regional human services and utilities  will continue to perform well 
The US and the global economy is growing  just not as one would expect in a  total growth  environment  We believe the global economy has shifted to support fundamental growth elements that are related more closely to the types of industry and market sectors that support the fundamental growth components  We ve discussed our theory that global economies operate in a  growth or protection mode  many times before  We believe the current global economic stance is more in tune with moderate growth while still being overly protective  Watch commodities and the transportation index for signs that the global economy has entered a larger growth phase and for more opportunity of a broader capital shift 
This concludes our two part series on how we identify market opportunities  Analysis like this has allowed us to generate substantial profits in the past 30 days with UGAZ 30   NIO 21 6   ROKU 18  and GDXJ 10 5  ",3/6/2019,Chris Vermeulen,https://www.investing.com/analysis/what-commodities-and-transportation-are-telling-us-part-ii-200395224,200395224
221537,NIO,Stocks Fall Again And The Russell May Be Signalling A Bearish Sign ,opinion,"S P 500  SPY 
Stocks were weak once again  We can see in the chart that the S P 500 is testing its lows from the other day  and for now those lows are holding  At this point  I can t say I m overly concerned  A pullback to 2 750 wouldn t concern me either 

Russell  RUT 
The Russell  now that is a different story  We can see the index has broken its uptrend and a drop below 1 530 clearly triggers a steeper decline to 1 492  Diverging indexes are never a good sign  We really need to see the Russell stabilize here  I would get more nervous over the short term should the Russell crack below 1 530  It would likely signal a steeper pullback for the S P 500 too  We will need to monitor 

Biotech  XBI 
The SPDR S P Biotech  NYSE XBI  continues to look really weak  and a drop to  85 25 seems likely at this point 

Nio Inc  NIO 
NIO Inc  NYSE NIO  shares tanked over 20   I went through the story this morning  The stock fell right through support at  8 35 and now appears to be on its way to that  7 72 region I mentioned earlier 

General Electric  GE 
General Electric Company  NYSE GE  also continues to fall  and I noted this morning the stock was facing a decline below  9  This afternoon it seems like those odds just improved for a drop to  8 90 

AT T  T 
AT T Inc  NYSE T  continues to look really weak  The stock continues to fall after failing at resistance at  31 20 and suggests a decline to  28 92  In fact  according to data from SmartStops  the equity just entered an elevated risk state indicating there may be further declines ahead 

Blackberry  BB 
I have really screwed up this BlackBerry Ltd  NYSE BB   after weeks of getting it right  I guess I ran out luck  I don t know  I have to think about this one  The RSI really bothers me though 

Micron  MU 
Micron Technology Inc  NASDAQ MU  is another one that has turned against me  This one appears to be entering a region where it should find support around  36 and bounce 

Advanced Micro Devices Inc  AMD 
Advanced Micro Devices Inc  NASDAQ AMD  also has turned sour  A drop below  22 80 means  21 is coming 

Amazon  AMZN 
Amazon com Inc  NASDAQ AMZN  is failing at this downtrend  I really thought this time it would break out  We will need to watch this one closely now 

Netflix  NFLX 
Netflix  NASDAQ NFLX  is another one that struggled at the downtrend  But I noted today  I was seeing bullish activity in the stock 

Original post",3/7/2019,Michael Kramer,https://www.investing.com/analysis/stocks-fall-again-and-the-russell-may-be-signalling-a-bearish-sign-200395269,200395269
221538,NIO,NIO And GE Plunge  While Qualcomm Continues To Trend Higher,opinion,"International Trading
China
China shares rallied last night on reports of more stimulus from the government  The composite is approaching overbought levels now and another level of resistance at 3 145  The index continues to get to levels that now have me starting to think that a pullback is likely on the way  Although it is likely to only be short term 

South Korea KOSPI
The South Korea KOSPI fell again overnight  but there appears to be a healthy level of support forming around 2 165 

S P 500  SPY 
The SPY is still struggling to regain the 2 800 level  and this will be the region that the index will continue to struggle with 

NIO Inc  NIO 
NIO Inc  NYSE NIO  shares are falling 15  in the pre market after the company reported results that fell short of expectations  No headlines of doom or breaking news alert push messages on this one though  The stock is sinking  and there appears to be a triple top formed with a drop below  8 35 pushing the stock lower to  7 72

Tesla  TSLA 
Tesla Inc  NASDAQ TSLA   however  is trading slightly higher this morning  The stock has been whacked in recent days  I think the decline in the shares seems a bit excessive 
But I did a find a piece of evidence to suggest that Tesla is indeed rushing the Model Y by moving the event to March 14  get this  BY ONE FULL DAY  Yes  1 Day  Here is a Tweet from the Man himself on May 23  2018 at 11 52PM 


Of course  this is part of a series of Tweets where he admits he made it up at first  Regardless  it would suggest to me that the intention has always been there for unveiling around this time  Plus March was when they revealed the Model 3 for the first time  I would hardly say this news is rushed 
Anyway  it looks like the Bloomberg Model 3 tracker is suggesting that Tesla has produced about 60 000 units so far this quarter  At the current pace of 5 700 per week  it may result in the company producing pretty close to 85 000 units for the quarter  just in Model 3 s  In the fourth quarter  they made a total of nearly 62 000  That is almost a 40  increase in production  but demand for the car is soft  Right 
Anyway  the stock has fallen to its lowest levels since October  but the good thing is that the RSI somehow is still trending higher 

Qualcomm  QCOM 
Qualcomm  NASDAQ QCOM  continues to trend higher  I wrote the other day how I was still seeing bullish options betting in the stock  An increase to  56 continues to look likely over the short term 

General Electric  GE 
The last one for today is General Electric Company  NYSE GE   The stock continues to be a disaster  Every time  you think the last piece of bad news is priced in  more bad news comes  Yesterday out of nowhere comes the cashflow bomb  A decline below  9 00 seems entirely possible given its latest decline and break below the uptrend 

Original post",3/7/2019,Michael Kramer,https://www.investing.com/analysis/nio-and-ge-plunge-plus-a-look-tesla-and-all-the-bs-200395308,200395308
221539,NIO,A Central Bank War Just Started And Its Good For Stocks,opinion,"ECB Effects
The move in the euro was huge  falling over 200 pips  huge  But the most important piece here is that the euro broke essential support at 1 13  I wrote up my thoughts on why the euro could even fall to parity  and why the Fed may need to cut rates later this year 

Draghi was very dovish today with his outlook  so much so that German Bunds fell to around 6 bps from 13 bps  Our 10 year fell to 2 63   A break below 2 62  sends the 10 year back to its December lows 

Over time investors should come to realize that rates will remain low and that the Fed will need to stay on hold to avoid having the dollar strengthen too much  Should the dollar rise  it will kill off whatever inflationary forces there are while hurting our multinational companies  The result may be a Fed that needs to cut rates by late 2019 to keep the dollar in line versus the euro and avoid this scenario 
But this should be good for stocks as investors move out on the risk curve  and low interest rate foster multiple expansion for stocks 
S P 500  SPY  NYSE SPY  
Stocks did end up falling some  with the S P 500 dropping by roughly 80 basis point to 2 748  Certainly not the end of days  but a decline worth noting  The S P 500 did manage to close at a pretty substantial level of support around 2 750  Remember this was one of the reasons I had some hesitation a couple of weeks backs about the market  and a level I tried to keep in the back of everyone s mind  Now that gap is filled  what next 
From my point of view  it is now crucial for the S P 500 to hold support around this 2 735 level  A drop below that support zone gets things moving to the downside with the potential for a drop below 2 700 

Russell 2000  IWM 
The Russell s decline was the most noticeable because it did fall below that level of support I had noted last night at 1 535  The Russell s drop has me much more concerned than the S P 500 at this point  The chart now suggestions that the index could drop by another 2  to around 1 492  There is a minor support level about at 1 520  but I have no confidence in that level acting as anything substantial 
I know 2  doesn t sound like much  but consider that the Russell was at 1 600 on February 23  When you think about that way  we are talking about a nearly 7  drop from that peak 
You can even make a case for the Russell to drop back to around 1 450 a full 9  off those February highs  But it would create a very bullish pattern known a reverse head and shoulders  That could eventually lead to higher prices down the road 
Again  my outlook for the full year continues to suggest stock will continue to head higher  That is not to say there will not be pullbacks along the way 

Nio  NYSE NIO 
Nio continues to deflate  and it looks like it may be possible now for a drop to  6 50 

Splunk  NASDAQ SPLK 
Splunk is nearing a potentially big breakdown should it fall below  123  potentially to  108 

Facebook  NASDAQ FB 
Facebook was lower today  and the stock is looking more and more as if filling the gap at  148 is around the corner 

Netflix  NASDAQ NFLX 
Netflix was also down today  falling back to  352  The stock has looked very weak  and a drop to  337 seems possible still 

Apple  NASDAQ AAPL 
Apple got as high as  178  pretty close but no cigar to the  182 I was looking for  Now the stock is sitting on an uptrend and a break of that uptrend pushes the shares back to  165 

JD  JD 
JD is still looking as if it could drop to around  26 over the coming days 

NVIDIA Corporation  NASDAQ NVDA 
Finally  Nvidia did fall below  150 today  and I m still looking for that  139 to  140 region 

See you on Jobs Friday 
Original post",3/7/2019,Michael Kramer,https://www.investing.com/analysis/a-central-bank-war-just-started-and-its-good-for-stocks-200395687,200395687
221540,NIO,Does Nio Have What It Takes To Get Out Of Penny Stock Territory ,opinion,"Nio Inc   NYSE NIO  hasn t been the Cinderella story that many had originally hoped for since its IPO  There s no denying that its debut on the US markets was exciting especially when it hit highs of nearly  14 a share  But that s where the excitement tends to tailor off a bit  Over the last few months and recently  the last few weeks  shares of the  Chinese Tesla  NASDAQ TSLA   have dropped to all time lows  In fact  last week Nio shares fell into penny stock territory 
Does this electric vehicle company really have what it takes to get out of the range of becoming a penny stock  If you were to ask someone   What is a penny stock   the basic definition is a stock that trades under  5 per share  Given that Nio had been briefly trading below  5 last week  it technically flirted with the penny stock price level  But why 
Nio Running On Fumes At The End Of Q1
In early March  investors saw Nio shares plummet from  10 16 on March 5 to an opening price of  8 26 the following day  What contributed most to this was the company s latest earnings report  More specifically it was the corporate guidance offered for the future of Nio 
Though people like Jim Cramer say they  wouldn t sell  Nio  Wall Street didn t necessarily feel the same way  Bank of America Merrill Lynch  NYSE NYSE BAC  downgraded the stock from Neutral to Underperform 
The sequential slowdown in vehicle deliveries in January and February was mainly caused by accelerated deliveries made at the end of last year in anticipation of EV subsidy reductions in China in 2019  the seasonal slowdowns surrounding the January 1st and Chinese New Year holidays  as well as the current slowdown of macro economic conditions in China  particularly in the automotive sector   said Nio in a company statement 
A Light At The End Of The Test Tunnel For Nio
Though Q4 figures showed positive progress  there will be hurdles for Nio to get over  Let s look at some of the highlights that could positively impact Nio considering the drab outlook guided by the company 
For starters  the company s update on first quarter deliveries came in above its original expectations  The company is expected between 3 500 and 3 800 ES8s delivered  compared to 7 980 in Q4   As of March 31  2019  cumulative ES8 deliveries reached over 15 000 vehicles with 3 989 being delivered in the first quarter  This figure was higher by 339 vehicles compared to its guidance range midpoint of 3 650 
Additionally  the recent dip in price could have added more exposure to investors who simply do not have attention on stocks outside of the  penny stock  range  One article even states   So  on the bright side  maybe this drop opened up new attention from investors who would have not seen the company  otherwise  
Several milestones for the company continue to breed investor confidence  Financial results showed things like delivery to nearly 8 000 customers  which is about 1 10th of Tesla s Q4 deliveries for its last period  This figure surpasses company expectations and compared to its initial guidance from the end of 2018  the trend has continued in exceeding anticipated growth figures 
Nio also hinted at an  affordable  auto  the ES6  This model is set for production later this year with a sticker of roughly  52 000 
A Clear Road For An EV Gold Rush
Due  in part to the recent changes in China s standards for new energy vehicles  which will qualify for subsidies  the EV market is getting hot for big money raises  Furthermore  a particular deal struck at the time of the Nio IPO could bring an advantage  It happened to be that the Chinese electric vehicle maker blocked the eight top investment banks that did its IPO from working for rivals  They did this by placing in a year long non compete clause according to Reuters 
The top eight banks worldwide for equity sales in 2018  were Bank of America Merrill Lynch  Citigroup  NYSE NYSE C   Credit Suisse  SIX SIX CSGN   Deutsche Bank  DE DE DBKGn   Goldman Sachs  NYSE NYSE GS   JPMorgan  NYSE NYSE JPM   Morgan Stanley  NYSE NYSE MS   and UBS  NYSE UBS  according to Refinitiv data  They all were also the banks that Nio had hired 
Though the Reuters source didn t consent to be named  this could give Nio a strong lead  NIO s rivals will essentially be blocked from raising public or private funds from these banks for 12 months following the IPO 
A Look At The Landscape
As the major global banks could be locked up for now  the landscape for EV in China continues to grow  Leap Motor  a smaller EV producer was seeking a private raise of about  372 million  Deutsche Bank and Chinese brokerage Huatai United Securities are acting as the advisors on the deal 
In January  Byton sought to raise at least  500 million to finance its growth according to Reuters  The company is only 3 years old but already has more than 50 000 customers and a valuation of more than  4 billion according to its CEO and Co Founder  Daniel Kirchert 
Finally  WM Motor recently announced that it had closed its Series C funding round of  446 16 million  3 billion Yuan   The raise was led by Baidu  NASDAQ BIDU   In total  the company has been able to raise around  3 4 billion  23 billion Yuan  ",4/2/2019,Joe Sirianni,https://www.investing.com/analysis/does-nio-have-what-it-takes-to-get-out-of-penny-stock-territory-200403198,200403198
221541,NIO,China Stimulus  Buy Nio,opinion,"Most of the investing public is running scared from shares of China electric car maker Nio  NYSE NIO   However  after falling from a 52 week high of  13 80 to its current  2 58  investors may want to take a second speculative look  China stimulus is getting into the system and more is coming  In fact  China will be forced to compete with lower interest rates and additional stimulus from the European Central Bank  Federal Reserve and Bank of Japan  The government looks at electric cars as essential for the future power of China by eliminating smog in the major cities  Car makes like NIO will see additional help and support from the Chinese government  While deliveries have fallen lately  that is likely within a month or two of changing as the stimulus kicks in 
The trade deal  while it may go on for a little longer  will end  The end date will likely be prior to the 2020 elections  At 52 week lows  any hint of a cease fire or agreement between the United States and China will send shorts running  President Trump needs a win going into the election and a deal with China that stimulates the economy might be the one thing that could help him win  and he knows it  
On a technical basis  NIO has already made a pivot low on June 14 at  2 35  After that low  the stock ran over  3 00 and is currently in a classic bull retrace  In addition  technical metrics like the RSI and MACD are showing positive divergences  signaling further upside is likely  The stock is still oversold on a monthly and weekly basis signaling there is still upside to go  I have a technical target in the next couple months of  4 35  That is a potential upside move of 70   Hedge funds continue to hold large positions with a long term view  In the last two weeks  sellers have started to fade with volume becoming lighter while large block buyers have increased 
Please note  this is a speculative call on a small mid cap stock  Any position should be small and part of a diversified portfolio ",6/27/2019,Gareth Soloway,https://www.investing.com/analysis/china-stimulus-buy-nio-200435369,200435369
221542,NIO,2 Chinese Stocks Seeing Unusually Heavy Options Trading,opinion,"Trade tensions between Washington and Beijing have kept U S  listed Chinese stocks on the collective radar  Two names in particular that options traders have been eyeing are Hangzhou based e commerce concern Alibaba  NYSE BABA  and Shanghai based electric car maker Nio  NYSE NIO 
In fact  both BABA and NIO popped up on a list of stocks that have seen the heaviest weekly options activity in the past 10 days  courtesy of Schaeffer s Senior Quantitative Analyst Rocky White  with names highlighted in yellow new to the list  The bulk of activity for both BABA and NIO has occurred on the call side 

Alibaba Bulls See More Upside
Alibaba saw 200 847 calls change hands over the past two weeks  compared to 116 524 puts  A healthy portion of this was likely a result of speculators purchasing new positions  per BABA s 10 day call put volume ratio of 2 36 at the International Securities Exchange  ISE   Cboe Options Exchange  CBOE   and NASDAQ OMX PHLX  PHLX   which ranks in the 74th annual percentile  meaning calls have been bought to open over puts at an accelerated clip 
Drilling down  the September 175 call saw the biggest increase in open interest over this two week time frame  and was likely used alongside the September 175 put to initiate a straddle in the now back month series  As far as weekly options  nearly 6 000 weekly 8 30 180 strike calls were initiated in the last 10 sessions  some of which were bought  according to data from the major options exchanges 
Today  amid lighter than usual volume  speculators appear to be buying to open BABA s weekly 7 26 175 strike call for a volume weighted average price of  1 11  By doing so  call buyers expect the stock to jump above breakeven at  176 11  strike plus premium paid  by expiration at the close this Friday  July 26  At last check  Alibaba stock is down 0 6  at  171 98  testing recent support at its 80 day moving average and a trendline connecting higher lows since late May 

Nio Call Traders See Bigger Short Term Gains
In the last 10 sessions  199 729 Nio call options traded  compared to 69 062 puts  Data from the ISE  CBOE  and PHLX confirms significant buy to open activity in the past two weeks  per the stock s top heavy 10 day call put volume ratio of 4 05 
While the August 3 call saw the biggest increase among non expired options over this time frame  the weekly 7 26 3 50 strike call was also popular  Data from the major options exchanges confirms significant buy to open activity at each strike  meaning speculators are targeting short term gains for the Chinese stock 
Most recently  though  NIO shares are trading down 0 5  at  3 35  The equity rebounded from its June 17 record low of  2 35  but ran out of steam at the  4 mark    near its 80 day moving average and its late May pre bear gap levels  Year to date  Nio stock is down 47 4  ",7/23/2019,Schaeffer's Investment Research,https://www.investing.com/analysis/2-chinese-stocks-seeing-unusually-heavy-options-trading-200442862,200442862
221543,NIO,This Electric Car Maker Is Starting Its Next Leg Up  Watch This Target,opinion,Shares of Nio Inc   NYSE NIO  ran from  2 30 to  4 00 recently  After two weeks of consolidation  the Chinese electric car maker appears to be headed for another big leg higher  With a beautiful bull flag on the daily chart  a necktie has also formed between the 20 and 50 moving averages  This adds extra spice to the Nio s propulsion  The stock is surging and likely will take out the  4 00 high  headed over  5 00  Note the chart below ,7/25/2019,Gareth Soloway,https://www.investing.com/analysis/nio-inc-nio-starting-its-next-leg-up-target-500-200444507,200444507
221544,NIO,Trade Alert  Watch This Chinese Electric Car Maker,opinion,I m back in NIO  NYSE NIO   Love this bull flag pattern  A break of  3 on a daily closing basis sends it big  Note the chart below ,8/29/2019,Gareth Soloway,https://www.investing.com/analysis/trade-alert-watch-this-chinese-electric-car-maker-200460064,200460064
221545,NIO,Wall Street slips from records as investors lock in year end gains,news,"By April Joyner
NEW YORK  Reuters    Wall Street s major stock indexes slipped from record highs on Monday as investors booked profits from gains made this month after the United States and China reached a trade deal 
The S P 500  the Dow Jones Industrial Average and the Nasdaq posted their biggest one day percentage declines in about four weeks 
Monday brought minor updates on the U S  China trade agreement  White House trade adviser Peter Navarro said the pact was likely to be signed in the next week but that confirmation would come from President Donald Trump or U S  Trade Representative Robert Lighthizer 
A South China Morning Post report said Chinese Vice Premier Liu He would travel to Washington later this week to sign the deal 
The news provided little impetus for U S  stocks to extend their steep climb  analysts said  Going into Monday  the benchmark S P 500 had notched record high closes in nine of the past 11 sessions 
 Many traders and portfolio managers have reached their targets and don t want to jeopardize their performance   said Quincy Krosby  chief market strategist at Prudential Financial  NYSE PRU  in Newark  New Jersey   So it s not unusual to see some profit taking as we get to the close of the year  
The Dow Jones Industrial Average  DJI  fell 183 12 points  or 0 64   to 28 462 14  the S P 500  SPX  lost 18 73 points  or 0 58   to 3 221 29 and the Nasdaq Composite  IXIC  dropped 60 62 points  or 0 67   to 8 945 99 
Communications services stocks  SPLRCL  fell 1   the biggest percentage decline among the S P 500 s sectors  Technology stocks  SPLRCT  dropped 0 6  and weighed most heavily on the benchmark index  Technology  up 47 5  year to date  and communication services  up 30 6   have led in percentage gains on the S P 500 this year 
It is  not uncommon for the leading sectors to pull back first when people start to sell because if it is an outperformer  then it warrants a lot more downside risk   said Randy Frederick  vice president of trading and derivatives for  Charles Schwab   NYSE SCHW  in Austin  Texas 
On Tuesday  stocks will trade on Wall Street for a full session prior to Wednesday s New Year s Day break  In a bright spot among U S  stocks  Nio Inc  N NIO  shares surged 53 7  after the Chinese electric vehicle maker and Tesla  NASDAQ TSLA  rival beat quarterly revenue estimates on higher demand 
Declining issues outnumbered advancing ones on the NYSE by a 1 43 to 1 ratio  on Nasdaq  a 1 52 to 1 ratio favored decliners 
The S P 500 posted 17 new 52 week highs and no new lows  the Nasdaq Composite recorded 80 new highs and 29 new lows 






Volume on U S  exchanges was 6 12 billion shares  below the 6 89 billion average for the full session over the last 20 trading days ",12/30/2019,Reuters,https://www.investing.com/news/stock-market-news/wall-street-pulls-back-from-records-as-investors-take-profits-2049770,2049770
221546,NIO,Why Shares of NIO Raced Over 70  Higher Monday,news,"What happened
Shares of NIO  NYSE NIO   a Chinese designer and manufacturer of premium electric vehicles  EVs   were soaring more than 60  early Monday afternoon after the struggling automaker released better than expected financial results for the third quarter 
So what
Deliveries jumped 35  sequentially  reaching 4 799 during the third quarter  That helped drive vehicle sales to  242 5 million during the quarter  a 22 5  increase from the second quarter and a 21 5  improvement from the prior year s third quarter  Total revenue increased 25  to  257 million versus the prior year  easily topping analysts  estimates of  234 million 
Vehicle margin checked in at a negative 6 8  during the third quarter  which was a large sequential improvement from the negative 24 1  in the second quarter  but slightly worse than the prior year s negative 4 3   NIO s net loss was  352 8 million during the third quarter  a 23 3  decrease from the second quarter and a 10 3  decrease from the prior year s result 
 The electric vehicle sector experienced substantial softness in the second half of 2019 after the reduction of EV subsidies in China   CEO William Bin Li said in a press release   Despite the challenges  NIO s sales improved solidly since September   

Now what

NIO data by YCharts 
Even with today s surge  it s been a bumpy ride for investors over the past year  Management reiterated confidence that the company s financial health would improve as cost cutting efforts begin to gain traction  During its third annual NIO Day on Dec  28  it unveiled its new EC6 model  which is expected to compete with Tesla s Model Y  giving hope that better days are ahead for sales and financial results 
While NIO s stock is up 133  over the past three months  it remains one of the riskier auto stocks in the market  Furthermore  it seems fairly clear the company needs capital  and investors should keep an eye out for possible announcements of a financing deal  If the company can secure reasonable capital  successfully accelerate sales of its EVs  and cut costs  it ll go a long way to persuading investors that 2019 was only a speed bump on its way to a bright future ",12/30/2019,The Motley Fool,https://www.fool.com/investing/2019/12/30/why-shares-of-nio-raced-over-70-higher-monday-afte.aspx?source=iedfolrf0000001,2050025
221547,NIO,6 Stocks To Watch  Nivida Could Be Falling,opinion,"6 Stocks To Watch  March 6 Trading Session
Stocks
Stocks went pretty much nowhere on March 5  with the S P 500 finishing the day down about 10 bps  I was modestly surprised that stocks didn t get a boost from the strong services PMI data which came in at 59 7 versus estimates of 57 2  It was one of the highest reading in some time 

Let us not forget that the services industry in the US far outweighs the manufacturing sector 

While it is nice to obsess about weak manufacturing PMI s because it sounds so dire and creates headlines of doom  let s just stop and call it a day 
Biotech  XBI 
BiotechI stocks plunged on the news that FDA Commish Dr  Scott Gottlieb is resigning  The only reason for the decline is that the market fears the unknown  and not knowing the next commissioner is the unknown  Sell first  ask questions later 
You can see from the chart below that the day was going rather well for Biotech  that is  before the news 

Netflix  NFLX 
I drew in a new trend line for Netflix  NASDAQ NFLX   and this time it is a downtrend  The stock did rise today  but notice where the stock stopped rising  right at resistance at  355 

Alphabet  GOOGL 
Alphabet  NASDAQ GOOGL  popped above  1 170 briefly  and that could step up a rise to  1225 

Roku Inc  ROKU 
Roku Inc  NASDAQ ROKU  was up today  I m assuming on the news that you can now use Alexa and Roku together  I download the skill to my Alexa  it s ok  certainly not worth a 3  rise in the stock  
IQiyi  IQ 
iQIYI Inc  NASDAQ IQ  went up today  it doesn t seem to care what I think  Not many stocks do  Someone asked me if it is possible for IQiyi to consolidate sideways back to the trend line  I would agree with that  it is entirely possible  I will also admit at this point a move lower to  24 is likely not on the table anymore  I still think it is overbought based on that RSI 

Nivida  NVDA 
I m beginning to regret changing my view on NVIDIA Corporation  NASDAQ NVDA  a few weeks back to increasing to  178  Because now  I have to admit that it was the wrong call  and now I have to flip back to say I think it is going to fall  It just makes me feel dumb  But I m going to flip  sorry  folks  It doesn t happen that often  but Nvidia just doesn t look right  So a drop below  150 sends it back towards  139  and I do see this one falling 

Nio  NIO 
I have a rhetorical question  why is that everybody screams and cries about Tesla s valuation  but yet the start up NIO Inc  NYSE NIO  is praised as the Tesla  NASDAQ TSLA  killer  The company has a market cap that is a third of Ford and Fiat  That is right Nio has a  10 billion market cap 

The company is even more expensive than Tesla  I don t see as much as of controversy around Nio and its valuation  Hardly even the same amount of short interest in the stock either 


Original post",3/6/2019,Michael Kramer,https://www.investing.com/analysis/6-stocks-to-watch-for-the-march-6-trading-session-200394931,200394931
221548,NIO,4 Stocks  ACAD  I  IDRA  VKTX,opinion,"ACADIA Pharmaceuticals Inc   NASDAQ ACAD   which I put out as a swing on Tuesday  because this stock has been very toppy  A longer term pattern shows a big run up that took this from under a dollar in 2010 11  all the way up to over 50 in 2015  After a massive  multi year top  it came down  broke support to below 12  and snapped back sharply  The current pattern shows that the declining topsline and channel were taken out with a super surge  it consolidated for about 2 1 2 weeks  and on Tuesday it popped 1 64  or 7 7   to 22 92  on 3 7 million shares  With the increase in volume at 3 7 million shares  and the OBV  holding up steadily  it s slightly moving up  I think it may start to accelerate  Minor resistance is at the 26 28 zone  which is my target zone  Once it gets through there  I m looking at 32 and 33 
Intelsat S A   NYSE I  is a monster stock  Ever since we first spotted it running in the 3 4 range  it s now at 36 plus  On Tuesday  it was up a whopping 4 14  or 13   to 36 58  on 5 4 million shares  It broke out of the pattern it was in  and I m looking for an extension that takes it to 42 
Idera Pharmaceuticals  Inc   NASDAQ IDRA  gained 68 cents  or 8 44   to 8 74  on 226 651 shares traded  The swing trade we put on it around 6 19  20  ran up  pulled back  popped  and formed a large wedge  It looks like waves one and two are completed and wave three should take it to 12 1 2 13  which is my next target 
Viking Therapeutics  Inc   NASDAQ VKTX   which had a big explosive move and pullback  kept drifting lower  On Tuesday  I believe  it popped out  advancing 1 06  or 7 46   to 15 26  on 3 9 million shares  closing at the upper end of the range  But the volume wasn t heavy enough  I want to see volume that is in the 6  7  10 million range  There s resistance around 16 3 4  That will be my next target  if it follows through  If it does  I m looking for 16 3 4 and 18 1 4 going forward 
Stocks on the long side included ACADIA Pharmaceuticals Inc   ACAD   Aldeyra ACAD  AMRN  I  IDRA  Viking Therapeutics  Inc   VKTX  Therapeutics  Inc   NASDAQ ALDX   Amarin Corporation plc  NASDAQ AMRN   Blink Charging Co   NASDAQ BLNK   Boston Scientific Corporation  NYSE BSX   CareDx  Inc  NASDAQ CDNA   Cerus Corporation  NASDAQ CERS   CryoLife  Inc   NYSE CRY   FireEye  Inc   NASDAQ FEYE   Guardant Health  Inc   NASDAQ GH   GOL Linhas A reas Inteligentes S A   NYSE GOL   Intelsat S A   I   Idera Pharmaceuticals  Inc   IDRA   Direxion Daily S P Biotech Bull 3X ETF  NYSE LABU   Noodles   Company  NASDAQ NDLS   NIO Inc   NYSE NIO   PagSeguro Digital Ltd   NYSE PAGS   Tesaro  Inc   NASDAQ TSRO   and Viking Therapeutics  Inc   NASDAQ VKTX  
Watch video here ",10/17/2018,Harry Boxer,https://www.investing.com/analysis/acad-i-idra-vktx-200348777,200348777
